Lambda: 5.0	Ts: 0.0020	Simulation Time: 100.0

IAT   	Ts     	Arr   	Dep   	Tq     	Tw     	q 	w 	n 
0.3596	0.0060	62.6064	62.6124	0.0060	0.0	0.0301	0.0	1
0.2054	0.0011	62.966	62.9672	0.0011	0.0	0.0058	0.0	1
0.4139	0.0088	63.1714	63.1802	0.0088	0.0	0.044	0.0	1
0.0723	1.0E-4	63.5854	63.5855	1.0E-4	0.0	7.0E-4	0.0	1
0.2282	6.0E-4	63.6577	63.6583	6.0E-4	0.0	0.0030	0.0	1
0.2276	0.0024	63.8859	63.8883	0.0024	0.0	0.012	0.0	1
0.5121	9.0E-4	64.1135	64.1145	9.0E-4	0.0	0.0045	0.0	1
0.0621	0.0010	64.6257	64.6267	0.0010	0.0	0.0051	0.0	1
0.1712	2.0E-4	64.6878	64.6881	2.0E-4	0.0	0.0013	0.0	1
0.5296	0.0063	64.8591	64.8654	0.0063	0.0	0.0316	0.0	1
0.0091	0.0022	65.3887	65.3909	0.0022	0.0	0.0111	0.0	1
0.4251	0.0041	65.3979	65.4021	0.0041	0.0	0.0207	0.0	1
0.4335	0.0016	65.823	65.8247	0.0016	0.0	0.0083	0.0	1
0.0678	0.0066	66.2566	66.2632	0.0066	0.0	0.0332	0.0	1
0.115	0.0012	66.3244	66.3256	0.0012	0.0	0.0062	0.0	1
0.2597	0.0	66.4395	66.4395	0.0	0.0	0.0	0.0	1
0.1522	0.0	66.6992	66.6993	0.0	0.0	1.0E-4	0.0	1
0.0298	0.0046	66.8515	66.8562	0.0046	0.0	0.0232	0.0	1
0.1887	0.0	66.8814	66.8815	0.0	0.0	1.0E-4	0.0	1
0.0401	0.0049	67.0702	67.0751	0.0049	0.0	0.0245	0.0	1
0.0457	0.0017	67.1103	67.1121	0.0017	0.0	0.0088	0.0	1
0.0225	0.0023	67.1561	67.1585	0.0023	0.0	0.0118	0.0	1
0.3043	0.0019	67.1786	67.1806	0.0019	0.0	0.0096	0.0	1
0.0853	9.0E-4	67.483	67.4839	9.0E-4	0.0	0.0046	0.0	1
0.0851	0.0022	67.5683	67.5706	0.0022	0.0	0.0112	0.0	1
0.0095	8.0E-4	67.6535	67.6543	8.0E-4	0.0	0.0043	0.0	1
0.0090	0.0019	67.663	67.6649	0.0019	0.0	0.0095	0.0	1
0.2003	8.0E-4	67.672	67.6729	8.0E-4	0.0	0.0043	0.0	1
0.0562	6.0E-4	67.8724	67.873	6.0E-4	0.0	0.0030	0.0	1
0.1005	0.0066	67.9286	67.9353	0.0066	0.0	0.033	0.0	1
0.0559	0.0039	68.0292	68.0331	0.0039	0.0	0.0195	0.0	1
0.2491	3.0E-4	68.0851	68.0854	3.0E-4	0.0	0.0016	0.0	1
0.2678	0.0011	68.3342	68.3353	0.0011	0.0	0.0055	0.0	1
0.0537	2.0E-4	68.6021	68.6024	2.0E-4	0.0	0.0014	0.0	1
