K: 5
Lambda: 30.0
Ts: 0.03
Simulation Time: 100.0

t    	Arr   	Dep   	Tw     	Tq     	w   	q   	n 
80.1135 	80.0504 	80.1135 	0.0492 	0.063 	2.8406 	3.0 	3
80.1439 	80.1024 	80.1439 	0.011 	0.0414 	1.6484 	2.0 	2
80.1703 	80.1126 	80.1703 	0.0313 	0.0577 	0.6948 	1.0 	1
80.2053 	80.1991 	80.2053 	0.0 	0.0061 	0.8608 	1.0 	1
80.2682 	80.2433 	80.2682 	0.0 	0.0248 	0.2636 	1.0 	1
80.3047 	80.2771 	80.3047 	0.0 	0.0276 	1.2127 	3.0 	3
80.3127 	80.3018 	80.3127 	0.0028 	0.0109 	1.4817 	2.0 	2
80.3237 	80.3033 	80.3237 	0.0094 	0.0203 	1.0481 	2.0 	2
80.3558 	80.3188 	80.3558 	0.0048 	0.037 	1.6909 	3.0 	3
80.4072 	80.3303 	80.4072 	0.0255 	0.0768 	2.4467 	3.0 	3
80.4082 	80.3521 	80.4082 	0.055 	0.0561 	1.9889 	2.0 	2
80.4413 	80.3766 	80.4413 	0.0315 	0.0646 	0.6439 	1.0 	1
80.4773 	80.4695 	80.4773 	0.0 	0.0077 	0.792 	1.0 	1
80.5132 	80.5068 	80.5132 	0.0 	0.0063 	0.8864 	1.0 	1
80.572 	80.5629 	80.572 	0.0 	0.0090 	0.7696 	1.0 	1
80.6494 	80.6021 	80.6494 	0.0 	0.0472 	0.3719 	2.0 	2
80.7058 	80.6396 	80.7058 	0.0098 	0.0662 	1.4733 	2.0 	2
80.7122 	80.6686 	80.7122 	0.0372 	0.0435 	0.9407 	1.0 	1
80.7761 	80.7758 	80.7761 	0.0 	2.0E-4 	0.9973 	1.0 	1
80.8892 	80.8739 	80.8892 	0.0 	0.0152 	0.4843 	1.0 	1
80.9068 	80.9036 	80.9068 	0.0 	0.0031 	0.8885 	1.0 	1
80.9346 	80.9322 	80.9346 	0.0 	0.0023 	0.9095 	1.0 	1
80.9633 	80.9587 	80.9633 	0.0 	0.0046 	0.6742 	1.0 	1
80.9917 	80.9729 	80.9917 	0.0 	0.0187 	1.2627 	2.0 	2
80.994 	80.989 	80.994 	0.0026 	0.0049 	0.9088 	1.0 	1
81.0318 	81.0145 	81.0318 	0.0 	0.0173 	1.3073 	2.0 	2
81.0577 	81.0206 	81.0577 	0.0111 	0.037 	0.7769 	3.0 	3
81.0597 	81.0457 	81.0597 	0.012 	0.014 	1.8309 	2.0 	2
81.0633 	81.0488 	81.0633 	0.0108 	0.0145 	1.7999 	2.0 	2
81.0727 	81.0605 	81.0727 	0.0028 	0.0122 	0.4829 	1.0 	1
81.0844 	81.0786 	81.0844 	0.0 	0.0058 	0.9329 	1.0 	1
81.3286 	81.1898 	81.3286 	0.0548 	0.1388 	2.722 	5.0 	5
81.3378 	81.1922 	81.3378 	0.1364 	0.1455 	4.5352 	5.0 	5
81.3526 	81.2012 	81.3526 	0.1365 	0.1513 	3.2479 	4.0 	4
81.3761 	81.2111 	81.3761 	0.1414 	0.1649 	3.0402 	4.0 	4
81.3834 	81.2415 	81.3834 	0.1345 	0.1418 	3.66 	4.0 	4
81.3857 	81.2426 	81.3857 	0.1407 	0.143 	2.895 	3.0 	3
81.4638 	81.2976 	81.4638 	0.088 	0.1662 	4.4268 	5.0 	5
81.5011 	81.3345 	81.5011 	0.1293 	0.1666 	3.7268 	4.0 	4
81.5037 	81.3541 	81.5037 	0.1469 	0.1495 	2.9809 	3.0 	3
81.5266 	81.3786 	81.5266 	0.125 	0.148 	1.8319 	2.0 	2
81.5336 	81.4002 	81.5336 	0.1264 	0.1334 	0.9487 	1.0 	1
81.5713 	81.5662 	81.5713 	0.0 	0.0050 	0.465 	1.0 	1
81.5808 	81.5757 	81.5808 	0.0 	0.0050 	0.8201 	1.0 	1
81.6809 	81.6037 	81.6809 	0.0 	0.0771 	-0.6003 	3.0 	3
81.7033 	81.631 	81.7033 	0.0498 	0.0722 	3.5183 	4.0 	4
81.7267 	81.6744 	81.7267 	0.0289 	0.0523 	2.4959 	3.0 	3
81.7703 	81.6958 	81.7703 	0.0309 	0.0744 	2.4081 	3.0 	3
81.7748 	81.7017 	81.7748 	0.0685 	0.073 	1.9387 	2.0 	2
81.7827 	81.7482 	81.7827 	0.0265 	0.0344 	0.8923 	1.0 	1
81.845 	81.8218 	81.845 	0.0 	0.0231 	2.7983 	3.0 	3
81.8549 	81.8255 	81.8549 	0.0195 	0.0294 	1.9139 	2.0 	2
81.8568 	81.8278 	81.8568 	0.0271 	0.029 	0.983 	1.0 	1
81.9895 	81.9427 	81.9895 	0.0 	0.0467 	0.867 	2.0 	2
82.0044 	81.9838 	82.0044 	0.0056 	0.0206 	0.6389 	1.0 	1
82.0305 	82.0251 	82.0305 	0.0 	0.0053 	0.8254 	1.0 	1
82.0631 	82.056 	82.0631 	0.0 	0.0071 	0.5411 	1.0 	1
82.3124 	82.0969 	82.3124 	0.1388 	0.2155 	2.8819 	4.0 	4
82.3357 	82.125 	82.3357 	0.1874 	0.2106 	2.6611 	3.0 	3
82.4077 	82.1424 	82.4077 	0.1932 	0.2652 	3.1427 	4.0 	4
82.4588 	82.1904 	82.4588 	0.2172 	0.2683 	2.9752 	4.0 	4
82.4638 	82.277 	82.4638 	0.1818 	0.1868 	2.8997 	3.0 	3
82.466 	82.3456 	82.466 	0.1182 	0.1204 	1.9553 	2.0 	2
82.5029 	82.3591 	82.5029 	0.1069 	0.1437 	2.0279 	3.0 	3
82.5059 	82.4431 	82.5059 	0.0597 	0.0627 	1.9207 	2.0 	2
82.5133 	82.493 	82.5133 	0.0128 	0.0203 	0.8034 	1.0 	1
82.5389 	82.531 	82.5389 	0.0 	0.0078 	0.8414 	1.0 	1
82.6075 	82.5805 	82.6075 	0.0 	0.0269 	1.5314 	4.0 	4
82.6118 	82.5884 	82.6118 	0.019 	0.0234 	2.6042 	3.0 	3
82.7382 	82.6371 	82.7382 	0.0683 	0.1011 	0.9979 	2.0 	2
82.7501 	82.6408 	82.7501 	0.0974 	0.1092 	0.5081 	2.0 	2
82.7702 	82.6654 	82.7702 	0.0846 	0.1048 	1.4901 	2.0 	2
82.8016 	82.7108 	82.8016 	0.0594 	0.0907 	0.674 	2.0 	2
82.842 	82.7435 	82.842 	0.058 	0.0984 	0.3884 	3.0 	3
82.9149 	82.791 	82.9149 	0.0973 	0.1238 	4.3318 	5.0 	5
82.9209 	82.8147 	82.9209 	0.1002 	0.1062 	3.8477 	4.0 	4
82.9369 	82.8358 	82.9369 	0.085 	0.101 	2.5963 	3.0 	3
82.947 	82.8513 	82.947 	0.0856 	0.0956 	2.4748 	3.0 	3
82.9743 	82.852 	82.9743 	0.095 	0.1223 	2.6822 	3.0 	3
82.9814 	82.8619 	82.9814 	0.1124 	0.1195 	1.9174 	2.0 	2
83.0071 	82.8807 	83.0071 	0.1007 	0.1264 	0.7016 	1.0 	1
83.0579 	83.0522 	83.0579 	0.0 	0.0056 	1.4647 	2.0 	2
83.0642 	83.0542 	83.0642 	0.0036 	0.01 	0.4013 	1.0 	1
83.102 	83.0649 	83.102 	0.0 	0.0371 	-0.2187 	2.0 	2
83.1043 	83.0887 	83.1043 	0.0133 	0.0155 	0.8634 	1.0 	1
83.1315 	83.1054 	83.1315 	0.0 	0.026 	1.2708 	2.0 	2
83.1487 	83.1289 	83.1487 	0.0025 	0.0197 	0.5181 	1.0 	1
83.2541 	83.1697 	83.2541 	0.0737 	0.0843 	4.8633 	5.0 	5
83.2574 	83.1746 	83.2574 	0.0794 	0.0828 	3.9563 	4.0 	4
83.2961 	83.1932 	83.2961 	0.0642 	0.1028 	2.4998 	3.0 	3
83.3111 	83.22 	83.3111 	0.0761 	0.0911 	1.8058 	2.0 	2
83.3429 	83.2228 	83.3429 	0.0883 	0.12 	1.4773 	3.0 	3
83.3672 	83.2457 	83.3672 	0.0971 	0.1214 	2.6589 	3.0 	3
83.37 	83.3231 	83.37 	0.0441 	0.0468 	1.9614 	2.0 	2
83.3949 	83.3268 	83.3949 	0.0431 	0.068 	0.6515 	1.0 	1
83.4201 	83.4191 	83.4201 	0.0 	0.0010 	0.9751 	1.0 	1
83.4691 	83.4608 	83.4691 	0.0 	0.0083 	0.4287 	1.0 	1
83.5282 	83.4753 	83.5282 	0.0 	0.0528 	-2.7966 	4.0 	4
83.5352 	83.5064 	83.5352 	0.0218 	0.0288 	3.0935 	4.0 	4
83.5893 	83.5177 	83.5893 	0.0174 	0.0715 	3.848 	5.0 	5
83.739 	83.5367 	83.739 	0.1597 	0.2022 	4.151 	5.0 	5
83.7422 	83.5447 	83.7422 	0.1942 	0.1975 	3.9349 	4.0 	4
83.7627 	83.5917 	83.7627 	0.1505 	0.171 	4.7054 	5.0 	5
83.7722 	83.6131 	83.7722 	0.1496 	0.1591 	3.8629 	4.0 	4
83.8341 	83.6185 	83.8341 	0.1537 	0.2156 	3.1588 	4.0 	4
83.8643 	83.6461 	83.8643 	0.188 	0.2181 	2.59 	3.0 	3
83.8868 	83.6731 	83.8868 	0.1911 	0.2136 	1.6945 	2.0 	2
83.9665 	83.6933 	83.9665 	0.1935 	0.2732 	0.5063 	3.0 	3
84.0073 	83.695 	84.0073 	0.2714 	0.3122 	2.9099 	4.0 	4
84.0351 	83.7024 	84.0351 	0.3048 	0.3326 	2.2595 	3.0 	3
84.0391 	83.7525 	84.0391 	0.2825 	0.2866 	1.8919 	2.0 	2
84.046 	83.7595 	84.046 	0.2795 	0.2864 	2.9179 	3.0 	3
84.05 	83.829 	84.05 	0.217 	0.2209 	1.9531 	2.0 	2
84.0777 	83.9026 	84.0777 	0.1473 	0.175 	0.6714 	1.0 	1
84.147 	84.129 	84.147 	0.0 	0.018 	0.6493 	1.0 	1
84.1846 	84.1803 	84.1846 	0.0 	0.0042 	0.5457 	1.0 	1
84.2006 	84.1897 	84.2006 	0.0 	0.0108 	0.5517 	1.0 	1
84.2348 	84.2139 	84.2348 	0.0 	0.0209 	0.2699 	1.0 	1
84.2535 	84.2426 	84.2535 	0.0 	0.0109 	1.8602 	2.0 	2
84.2549 	84.2499 	84.2549 	0.0036 	0.0049 	0.9832 	1.0 	1
84.3434 	84.3284 	84.3434 	0.0 	0.015 	-0.9098 	2.0 	2
84.3925 	84.3427 	84.3925 	7.0E-4 	0.0498 	1.4654 	2.0 	2
84.398 	84.3478 	84.398 	0.0447 	0.0501 	0.9403 	1.0 	1
84.4988 	84.4397 	84.4988 	0.0 	0.0591 	-5.4869 	3.0 	3
84.5143 	84.4829 	84.5143 	0.0159 	0.0314 	3.3762 	4.0 	4
84.541 	84.4944 	84.541 	0.0199 	0.0465 	2.0088 	4.0 	4
84.5711 	84.5014 	84.5711 	0.0396 	0.0697 	4.5606 	5.0 	5
84.601 	84.5034 	84.601 	0.0676 	0.0976 	3.5633 	4.0 	4
84.612 	84.5283 	84.612 	0.0727 	0.0837 	2.8402 	3.0 	3
84.6206 	84.5417 	84.6206 	0.0703 	0.0789 	1.874 	2.0 	2
84.637 	84.554 	84.637 	0.0665 	0.0829 	1.6685 	2.0 	2
84.6408 	84.6226 	84.6408 	0.0143 	0.0182 	0.9226 	1.0 	1
84.775 	84.672 	84.775 	0.0 	0.103 	-37.743 	5.0 	5
84.7752 	84.6801 	84.7752 	0.0949 	0.0951 	3.9406 	4.0 	4
84.7766 	84.6838 	84.7766 	0.0913 	0.0927 	3.9631 	4.0 	4
84.8346 	84.7631 	84.8346 	0.0135 	0.0714 	3.5776 	5.0 	5
84.848 	84.7739 	84.848 	0.0607 	0.0741 	3.6693 	4.0 	4
84.8733 	84.7763 	84.8733 	0.0717 	0.097 	2.512 	4.0 	4
84.8789 	84.8157 	84.8789 	0.0576 	0.0632 	2.6729 	3.0 	3
84.8842 	84.8281 	84.8842 	0.0507 	0.056 	1.6914 	2.0 	2
84.9072 	84.8689 	84.9072 	0.0152 	0.0383 	2.5932 	3.0 	3
84.9239 	84.8859 	84.9239 	0.0212 	0.038 	1.705 	2.0 	2
84.958 	84.8888 	84.958 	0.035 	0.0692 	2.4768 	3.0 	3
84.9665 	84.9454 	84.9665 	0.0125 	0.021 	1.8696 	2.0 	2
84.9961 	84.953 	84.9961 	0.0135 	0.0431 	0.5461 	1.0 	1
85.0364 	85.0182 	85.0364 	0.0 	0.0181 	1.5533 	2.0 	2
85.0476 	85.0267 	85.0476 	0.0096 	0.0208 	0.7247 	1.0 	1
85.083 	85.0674 	85.083 	0.0 	0.0156 	0.7926 	1.0 	1
85.1986 	85.1427 	85.1986 	0.0 	0.0559 	0.1884 	1.0 	1
85.2195 	85.2116 	85.2195 	0.0 	0.0079 	0.6555 	1.0 	1
85.247 	85.2347 	85.247 	0.0 	0.0123 	0.858 	1.0 	1
85.3802 	85.3218 	85.3802 	0.0 	0.0583 	2.1783 	4.0 	4
85.3878 	85.332 	85.3878 	0.0481 	0.0557 	2.7614 	3.0 	3
85.4106 	85.3327 	85.4106 	0.0551 	0.0778 	2.5671 	3.0 	3
85.4325 	85.3682 	85.4325 	0.0423 	0.0643 	1.5813 	2.0 	2
85.4382 	85.4002 	85.4382 	0.0323 	0.038 	0.8916 	1.0 	1
85.4614 	85.4527 	85.4614 	0.0 	0.0087 	0.2051 	1.0 	1
85.479 	85.4637 	85.479 	0.0 	0.0153 	0.8722 	1.0 	1
85.6134 	85.5837 	85.6134 	0.0 	0.0297 	2.35 	3.0 	3
85.6547 	85.5933 	85.6547 	0.0201 	0.0613 	2.4818 	4.0 	4
85.7226 	85.5956 	85.7226 	0.0591 	0.127 	0.7389 	5.0 	5
85.7306 	85.6413 	85.7306 	0.0812 	0.0892 	2.8921 	5.0 	5
85.7325 	85.6439 	85.7325 	0.0866 	0.0885 	3.5037 	4.0 	4
85.7428 	85.6711 	85.7428 	0.0613 	0.0716 	3.0729 	4.0 	4
85.7527 	85.7138 	85.7527 	0.0289 	0.0388 	3.7246 	4.0 	4
85.7907 	85.7298 	85.7907 	0.0229 	0.0609 	2.7916 	4.0 	4
85.8379 	85.7336 	85.8379 	0.0571 	0.1043 	-8.5236 	5.0 	5
86.0008 	85.9936 	86.0008 	0.0 	0.0071 	0.6558 	1.0 	1
86.0145 	86.0144 	86.0145 	0.0 	0.0 	0.9888 	1.0 	1
86.0302 	86.0203 	86.0302 	0.0 	0.0098 	0.7979 	1.0 	1
86.0745 	86.0692 	86.0745 	0.0 	0.0053 	0.8168 	1.0 	1
86.1883 	86.0982 	86.1883 	0.0 	0.09 	0.0902 	1.0 	1
86.2565 	86.1972 	86.2565 	0.0 	0.0593 	2.2375 	3.0 	3
86.2765 	86.2156 	86.2765 	0.0409 	0.0608 	1.7437 	2.0 	2
86.277 	86.243 	86.277 	0.0334 	0.0339 	0.9937 	1.0 	1
86.3862 	86.3209 	86.3862 	0.0 	0.0653 	2.256 	4.0 	4
86.4129 	86.336 	86.4129 	0.0502 	0.0769 	2.5469 	4.0 	4
86.4706 	86.362 	86.4706 	0.0508 	0.1086 	2.4681 	5.0 	5
86.5041 	86.3696 	86.5041 	0.101 	0.1345 	4.3917 	5.0 	5
86.5425 	86.407 	86.5425 	0.097 	0.1354 	4.6619 	5.0 	5
86.5483 	86.4254 	86.5483 	0.1171 	0.1229 	3.9492 	4.0 	4
86.5517 	86.4566 	86.5517 	0.0917 	0.0951 	2.9697 	3.0 	3
86.5875 	86.4794 	86.5875 	0.0723 	0.1081 	1.6853 	2.0 	2
86.6053 	86.5344 	86.6053 	0.0531 	0.0709 	0.8432 	1.0 	1
86.7188 	86.6481 	86.7188 	0.0 	0.0707 	0.2377 	2.0 	2
86.7401 	86.6911 	86.7401 	0.0276 	0.0489 	0.9718 	2.0 	2
86.8222 	86.7312 	86.8222 	0.0088 	0.0909 	1.1247 	3.0 	3
86.8552 	86.7519 	86.8552 	0.0703 	0.1033 	-0.4827 	5.0 	5
86.9667 	86.8354 	86.9667 	0.0908 	0.1313 	4.5102 	5.0 	5
87.004 	86.8435 	87.004 	0.1232 	0.1604 	3.5492 	4.0 	4
87.0492 	86.8503 	87.0492 	0.1537 	0.1989 	2.3096 	4.0 	4
87.121 	86.9077 	87.121 	0.1831 	0.2133 	4.0375 	5.0 	5
87.1291 	86.9234 	87.1291 	0.1976 	0.2056 	3.7435 	4.0 	4
87.132 	86.9504 	87.132 	0.1787 	0.1816 	2.9074 	3.0 	3
87.2113 	87.0331 	87.2113 	0.0989 	0.1782 	1.9435 	3.0 	3
87.2495 	87.0598 	87.2495 	0.1514 	0.1896 	2.2741 	3.0 	3
87.3003 	87.0781 	87.3003 	0.1713 	0.2221 	3.2836 	5.0 	5
87.5572 	87.5082 	87.5572 	0.0 	0.049 	1.1856 	2.0 	2
87.5646 	87.5097 	87.5646 	0.0475 	0.0549 	0.8772 	1.0 	1
87.5711 	87.5699 	87.5711 	0.0 	0.0012 	1.9662 	2.0 	2
87.5753 	87.57 	87.5753 	0.0010 	0.0052 	0.8818 	1.0 	1
87.6426 	87.606 	87.6426 	0.0 	0.0366 	3.4071 	4.0 	4
87.6465 	87.614 	87.6465 	0.0285 	0.0324 	2.9374 	3.0 	3
87.6561 	87.6156 	87.6561 	0.0308 	0.0405 	1.8435 	2.0 	2
87.6568 	87.632 	87.6568 	0.024 	0.0247 	0.9893 	1.0 	1
87.7539 	87.6938 	87.7539 	0.0 	0.06 	0.9844 	2.0 	2
87.81 	87.7091 	87.81 	0.0448 	0.1009 	0.9255 	2.0 	2
87.8625 	87.7683 	87.8625 	0.0417 	0.0942 	1.4271 	2.0 	2
87.8852 	87.8205 	87.8852 	0.0419 	0.0647 	0.7519 	1.0 	1
87.9293 	87.9121 	87.9293 	0.0 	0.0172 	0.874 	2.0 	2
87.9815 	87.9188 	87.9815 	0.0105 	0.0627 	2.1325 	3.0 	3
88.0525 	87.9341 	88.0525 	0.0473 	0.1183 	2.4785 	4.0 	4
88.0599 	87.9761 	88.0599 	0.0763 	0.0837 	2.8416 	3.0 	3
88.0675 	88.0362 	88.0675 	0.0236 	0.0312 	1.8366 	2.0 	2
88.0689 	88.046 	88.0689 	0.0215 	0.0229 	0.97 	1.0 	1
88.0981 	88.0927 	88.0981 	0.0 	0.0054 	0.645 	1.0 	1
88.114 	88.1079 	88.114 	0.0 	0.0061 	0.4704 	1.0 	1
88.1551 	88.1195 	88.1551 	0.0 	0.0356 	0.1877 	1.0 	1
88.1711 	88.1633 	88.1711 	0.0 	0.0077 	0.7865 	1.0 	1
88.2136 	88.1998 	88.2136 	0.0 	0.0137 	0.7212 	1.0 	1
88.2504 	88.2493 	88.2504 	0.0 	0.0011 	0.3252 	1.0 	1
88.2697 	88.251 	88.2697 	0.0 	0.0187 	0.6747 	1.0 	1
88.3431 	88.3086 	88.3431 	0.0 	0.0344 	1.5746 	2.0 	2
88.3455 	88.3357 	88.3455 	0.0073 	0.0098 	0.9695 	1.0 	1
88.4271 	88.4167 	88.4271 	0.0 	0.0104 	0.142 	1.0 	1
88.4337 	88.4288 	88.4337 	0.0 	0.0048 	0.6847 	1.0 	1
88.4705 	88.4441 	88.4705 	0.0 	0.0263 	1.7526 	3.0 	3
88.5117 	88.4502 	88.5117 	0.0203 	0.0615 	3.0184 	4.0 	4
88.5271 	88.4538 	88.5271 	0.0579 	0.0732 	2.6344 	3.0 	3
88.5947 	88.4972 	88.5947 	0.0844 	0.0975 	4.8009 	5.0 	5
88.626 	88.5392 	88.626 	0.0555 	0.0868 	3.5249 	4.0 	4
88.6497 	88.5584 	88.6497 	0.0675 	0.0912 	2.6403 	3.0 	3
88.7873 	88.6539 	88.7873 	0.1068 	0.1333 	1.5264 	2.0 	2
88.8115 	88.6683 	88.8115 	0.1189 	0.1431 	0.5685 	1.0 	1
88.8459 	88.8316 	88.8459 	0.0 	0.0142 	1.7913 	2.0 	2
88.8517 	88.8384 	88.8517 	0.0075 	0.0133 	0.9142 	1.0 	1
88.9696 	88.9066 	88.9696 	0.0 	0.0629 	2.119 	3.0 	3
88.9897 	88.9226 	88.9897 	0.0469 	0.067 	1.719 	2.0 	2
89.0346 	88.9345 	89.0346 	0.0552 	0.1001 	0.5779 	3.0 	3
89.0449 	89.006 	89.0449 	0.0286 	0.0388 	2.6579 	3.0 	3
89.0539 	89.0179 	89.0539 	0.0269 	0.0359 	1.6981 	2.0 	2
89.0661 	89.0364 	89.0661 	0.0174 	0.0296 	0.5938 	1.0 	1
89.14 	89.0664 	89.14 	0.0 	0.0736 	2.5763 	5.0 	5
89.3422 	89.1765 	89.3422 	0.152 	0.1657 	3.853 	5.0 	5
89.3436 	89.2097 	89.3436 	0.1324 	0.1339 	3.8815 	4.0 	4
89.3457 	89.2225 	89.3457 	0.1211 	0.1231 	3.9279 	4.0 	4
89.3606 	89.2229 	89.3606 	0.1227 	0.1377 	2.4685 	3.0 	3
89.3824 	89.2968 	89.3824 	0.0638 	0.0856 	2.5143 	3.0 	3
89.4009 	89.3147 	89.4009 	0.0677 	0.0862 	1.5873 	2.0 	2
89.4596 	89.3309 	89.4596 	0.07 	0.1287 	2.2305 	3.0 	3
89.4724 	89.3325 	89.4724 	0.1271 	0.1399 	1.8315 	2.0 	2
89.4954 	89.3444 	89.4954 	0.128 	0.1509 	0.6994 	1.0 	1
89.5093 	89.5077 	89.5093 	0.0 	0.0016 	0.9753 	1.0 	1
89.5957 	89.5751 	89.5957 	0.0 	0.0205 	1.3338 	2.0 	2
89.6174 	89.58 	89.6174 	0.0156 	0.0374 	-0.4452 	3.0 	3
89.6668 	89.6109 	89.6668 	0.0065 	0.0559 	2.1231 	3.0 	3
89.7224 	89.6776 	89.7224 	0.0195 	0.0447 	2.0591 	3.0 	3
89.7326 	89.6793 	89.7326 	0.0431 	0.0532 	1.6836 	3.0 	3
89.824 	89.6809 	89.824 	0.0517 	0.1431 	4.1659 	5.0 	5
89.8565 	89.7012 	89.8565 	0.1228 	0.1553 	3.7033 	4.0 	4
89.8672 	89.7279 	89.8672 	0.1285 	0.1392 	2.9024 	3.0 	3
89.8945 	89.7357 	89.8945 	0.1315 	0.1588 	3.2171 	4.0 	4
89.9718 	89.7365 	89.9718 	0.158 	0.2353 	3.6677 	5.0 	5
90.2813 	89.9181 	90.2813 	0.3615 	0.3632 	4.5165 	5.0 	5
90.333 	89.9938 	90.333 	0.3106 	0.3392 	4.1663 	5.0 	5
90.477 	90.2255 	90.477 	0.2058 	0.2515 	1.0716 	2.0 	2
90.5777 	90.2807 	90.5777 	0.1963 	0.297 	1.8952 	5.0 	5
90.7318 	90.2976 	90.7318 	0.3803 	0.4342 	3.9468 	5.0 	5
90.784 	90.3142 	90.784 	0.4176 	0.4697 	3.7354 	5.0 	5
90.7841 	90.3485 	90.7841 	0.4354 	0.4355 	3.9978 	4.0 	4
90.7902 	90.3743 	90.7902 	0.4098 	0.4159 	3.9812 	4.0 	4
90.8353 	90.4092 	90.8353 	0.381 	0.426 	2.8615 	3.0 	3
90.9244 	90.4109 	90.9244 	0.4243 	0.5134 	1.726 	2.0 	2
90.9323 	90.4424 	90.9323 	0.4819 	0.4899 	0.9755 	1.0 	1
91.1233 	91.1109 	91.1233 	0.0 	0.0124 	3.8484 	4.0 	4
91.1251 	91.1114 	91.1251 	0.0118 	0.0136 	2.9787 	3.0 	3
91.1531 	91.1184 	91.1531 	0.0066 	0.0346 	1.6579 	2.0 	2
91.1863 	91.1201 	91.1863 	0.0329 	0.0662 	0.5944 	1.0 	1
91.2247 	91.2021 	91.2247 	0.0 	0.0225 	2.7401 	3.0 	3
91.2469 	91.2046 	91.2469 	0.02 	0.0422 	1.7445 	2.0 	2
91.4783 	91.3073 	91.4783 	0.1155 	0.171 	4.1814 	5.0 	5
91.4994 	91.309 	91.4994 	0.1692 	0.1903 	3.6884 	4.0 	4
91.5018 	91.3178 	91.5018 	0.1815 	0.1839 	2.9645 	3.0 	3
91.5191 	91.3601 	91.5191 	0.1417 	0.159 	1.7439 	2.0 	2
91.5739 	91.3692 	91.5739 	0.1499 	0.2047 	2.6692 	4.0 	4
91.5824 	91.3896 	91.5824 	0.1843 	0.1928 	2.7947 	3.0 	3
91.5879 	91.4152 	91.5879 	0.1671 	0.1727 	1.8656 	2.0 	2
91.8211 	91.604 	91.8211 	0.1454 	0.217 	1.7177 	5.0 	5
91.8579 	91.6174 	91.8579 	0.2037 	0.2405 	3.9912 	5.0 	5
92.0471 	91.7036 	92.0471 	0.3134 	0.3435 	2.8939 	4.0 	4
92.0751 	91.7553 	92.0751 	0.2918 	0.3198 	3.6134 	4.0 	4
92.0989 	91.789 	92.0989 	0.2861 	0.3098 	2.6727 	3.0 	3
92.1245 	91.812 	92.1245 	0.2868 	0.3125 	1.6462 	2.0 	2
92.1303 	91.8338 	92.1303 	0.2907 	0.2965 	0.9193 	1.0 	1
92.1595 	92.144 	92.1595 	0.0 	0.0155 	0.8267 	1.0 	1
92.3064 	92.2337 	92.3064 	0.0 	0.0727 	1.9139 	3.0 	3
92.3468 	92.2529 	92.3468 	0.0534 	0.0938 	1.396 	2.0 	2
92.3988 	92.2804 	92.3988 	0.0663 	0.1183 	2.9804 	4.0 	4
92.4333 	92.3474 	92.4333 	0.0514 	0.0859 	3.2912 	4.0 	4
92.4686 	92.3588 	92.4686 	0.0745 	0.1097 	2.2769 	3.0 	3
92.4778 	92.3738 	92.4778 	0.0947 	0.1039 	2.4823 	3.0 	3
92.4959 	92.4248 	92.4959 	0.0529 	0.071 	1.4928 	3.0 	3
92.5566 	92.5104 	92.5566 	0.0446 	0.0462 	2.9015 	3.0 	3
92.5843 	92.5165 	92.5843 	0.04 	0.0678 	3.875 	5.0 	5
92.605 	92.5421 	92.605 	0.0422 	0.0628 	3.1636 	4.0 	4
92.6093 	92.5553 	92.6093 	0.0497 	0.054 	3.7529 	4.0 	4
92.6185 	92.5716 	92.6185 	0.0376 	0.0468 	2.4725 	3.0 	3
92.6237 	92.5792 	92.6237 	0.0393 	0.0445 	1.7001 	2.0 	2
92.6255 	92.5832 	92.6255 	0.0405 	0.0422 	1.5056 	2.0 	2
92.732 	92.6079 	92.732 	0.0176 	0.1241 	1.5675 	5.0 	5
92.8798 	92.6994 	92.8798 	0.1264 	0.1803 	-4.92 	4.0 	4
92.8845 	92.7084 	92.8845 	0.1713 	0.176 	2.2177 	3.0 	3
92.8899 	92.7395 	92.8899 	0.145 	0.1504 	2.5692 	3.0 	3
92.9087 	92.7864 	92.9087 	0.1035 	0.1223 	2.7756 	3.0 	3
92.9184 	92.7993 	92.9184 	0.1093 	0.1191 	1.8831 	2.0 	2
92.9492 	92.8155 	92.9492 	0.1028 	0.1336 	0.632 	1.0 	1
92.9861 	92.982 	92.9861 	0.0 	0.0041 	0.9229 	1.0 	1
93.0466 	93.0356 	93.0466 	0.0 	0.0109 	0.6142 	1.0 	1
93.0714 	93.064 	93.0714 	0.0 	0.0073 	0.9319 	1.0 	1
93.1737 	93.1722 	93.1737 	0.0 	0.0014 	0.9817 	1.0 	1
93.3399 	93.2514 	93.3399 	0.0 	0.0885 	1.2855 	2.0 	2
93.4246 	93.2546 	93.4246 	0.0853 	0.1699 	0.206 	3.0 	3
93.4871 	93.3785 	93.4871 	0.0461 	0.1086 	1.6793 	3.0 	3
93.4935 	93.414 	93.4935 	0.0731 	0.0794 	2.9446 	3.0 	3
93.5089 	93.4443 	93.5089 	0.0492 	0.0645 	1.8666 	2.0 	2
93.5284 	93.4917 	93.5284 	0.0171 	0.0367 	0.8304 	1.0 	1
93.6531 	93.6068 	93.6531 	0.0 	0.0463 	0.2691 	1.0 	1
93.7645 	93.6702 	93.7645 	0.0 	0.0942 	1.2422 	2.0 	2
93.7719 	93.6786 	93.7719 	0.0858 	0.0932 	0.9405 	1.0 	1
93.8082 	93.803 	93.8082 	0.0 	0.0051 	0.9128 	1.0 	1
